"시도별","지출목적별",2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
"전국","면도기",101.74,105.77,108.47,108.64,106.71,100.00,93.509,92.920,91.450,88.559
"전국","헤어드라이어",82.76,89.50,96.07,104.54,104.46,100.00,94.000,89.993,88.243,84.367
"전국","칫솔",102.39,99.39,100.30,101.25,98.58,100.00,87.489,90.372,91.536,88.679
"전국","치약",103.33,98.32,96.43,94.65,102.27,100.00,94.339,84.456,88.536,89.549
"전국","비누",89.75,91.60,91.77,95.35,97.30,100.00,101.384,103.994,102.342,92.343
"전국","샴푸",81.63,83.49,79.54,78.03,91.67,100.00,101.247,101.268,108.192,106.049
"전국","바디워시",64.02,66.87,68.92,81.26,104.18,100.00,102.072,97.959,101.832,98.060
"전국","화장지",97.08,94.78,92.79,94.68,99.74,100.00,100.926,102.734,102.583,99.496
"전국","기초화장품",100.70,100.52,99.61,100.41,99.80,100.00,98.464,94.778,93.690,91.553
"전국","기능성화장품",97.48,94.90,96.29,97.76,98.70,100.00,99.378,89.676,78.085,79.158
"전국","색조화장품",105.44,105.48,102.87,103.16,100.25,100.00,96.965,94.350,94.347,90.677
"전국","모발염색약",87.25,84.26,84.98,88.97,100.11,100.00,92.942,103.924,108.472,107.621
"전국","구강세정제",98.80,95.18,91.57,94.31,97.08,100.00,99.552,97.987,95.517,92.748
"전국","12.3 기타 개인용품",108.49,107.95,105.70,104.47,102.31,100.00,92.876,88.087,83.507,80.935
"전국","기타 개인용품",108.49,107.95,105.70,104.47,102.31,100.00,92.876,88.087,83.507,80.935
"전국","손목시계",103.90,100.55,100.55,100.61,100.75,100.00,98.816,97.255,97.373,99.788
"전국","장신구",117.33,110.77,104.85,102.06,99.45,100.00,100.432,100.000,97.275,96.561
"전국","가방",110.89,110.62,106.70,105.08,104.00,100.00,86.969,81.040,71.846,66.596
"전국","핸드백",106.26,106.78,106.06,103.56,102.01,100.00,96.913,86.869,88.113,85.785
"전국","우산",98.50,99.04,99.17,99.03,99.67,100.00,99.573,98.636,96.384,92.926
"전국","유모차",105.78,110.52,112.69,111.39,103.72,100.00,99.618,100.782,103.262,107.744
"전국","지갑",99.58,99.77,98.15,101.49,97.49,100.00,-,-,-,-
"전국","12.4~7 기타서비스",124.45,120.04,117.63,117.29,108.98,100.00,98.438,97.742,104.387,122.657
"전국","기타서비스",124.45,120.04,117.63,117.29,108.98,100.00,98.438,97.742,104.387,122.657
"전국","산후조리원이용료",108.04,106.56,104.67,102.55,101.37,100.00,98.746,99.309,99.233,96.823
"전국","보육시설이용료",96.30,99.03,103.10,104.38,104.35,100.00,94.280,92.772,126.076,174.807
"전국","요양시설이용료",125.35,122.35,115.48,105.73,101.68,100.00,96.939,93.715,91.217,88.992
"전국","보험서비스료",164.67,152.58,147.62,147.61,123.54,100.00,-,-,-,-
"전국","자동차보험료",110.94,106.02,101.74,102.51,102.43,100.00,100.000,100.000,100.685,102.664
"전국","금융수수료",99.91,99.93,99.92,99.93,100.00,100.00,100.000,100.000,100.000,128.161
"전국","부동산중개수수료",98.68,98.68,98.68,98.68,98.68,100.00,101.941,101.941,101.941,101.941
"전국","행정수수료",100.00,100.00,100.00,100.00,100.00,100.00,100.000,100.000,96.484,96.089
"전국","대입전형료",86.02,85.92,86.33,98.75,98.69,100.00,100.449,102.339,104.719,106.740
"전국","시험응시료",110.02,106.43,104.56,104.10,102.75,100.00,97.546,92.454,91.816,87.789
"전국","장례비",106.85,106.24,105.24,104.40,102.36,100.00,98.286,97.558,96.820,94.838
